satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1639,2,2,2,2,3,2,5,3,3,4,3,4,3,5,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1691,1,5,1,4,1,1,1,1,5,4,5,1,1,1,56,49
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,331,4,5,5,5,2,4,3,3,3,4,3,4,3,3,0,0
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1907,3,3,3,3,5,4,5,3,3,4,3,4,3,5,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,353,4,4,5,4,3,5,4,3,3,4,3,4,3,4,7,0
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,1105,1,5,1,4,2,1,2,2,4,4,5,3,1,2,75,66
satisfied,Female,Loyal Customer,44,Personal Travel,Eco Plus,319,5,5,5,5,3,4,3,3,3,1,1,4,4,3,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1554,1,5,1,4,2,1,4,2,5,2,4,4,5,2,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1846,1,5,1,4,5,1,5,5,4,3,5,4,5,5,0,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco Plus,1129,1,5,1,4,4,1,4,4,4,4,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1548,1,5,1,4,1,1,1,1,3,5,5,5,4,1,0,0
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1327,1,5,1,4,4,1,4,4,3,3,5,4,5,4,0,0
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,319,2,2,2,2,3,5,5,3,3,4,3,5,3,5,0,9
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,317,4,4,5,4,2,5,5,3,3,4,3,5,3,5,0,0
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1950,1,5,1,4,3,1,3,3,3,2,5,4,4,3,0,0
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1510,4,4,4,4,4,5,4,3,3,4,3,3,3,5,0,21
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,339,5,5,5,5,3,4,3,3,4,1,1,4,3,3,10,3
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1984,4,4,4,4,4,4,5,3,3,4,3,3,3,3,28,9
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1567,1,5,1,4,1,1,1,1,4,3,5,4,4,1,23,8
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1840,3,3,5,3,2,4,2,3,3,4,3,2,3,1,1,2
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1406,1,5,1,4,5,1,5,5,5,4,4,3,4,5,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,318,4,4,4,4,2,5,5,3,3,4,3,4,3,3,35,28
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1162,1,5,1,4,1,1,1,1,3,4,5,5,5,1,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco Plus,287,5,5,5,5,3,4,3,3,3,2,5,3,3,3,36,103
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,310,3,3,3,3,4,5,3,3,3,4,3,3,3,3,0,0
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,290,5,5,5,5,3,4,2,3,3,4,3,2,3,4,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1927,1,5,1,4,1,3,3,2,4,1,4,3,4,3,148,144
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1651,1,5,1,4,1,1,1,1,5,2,1,3,1,1,36,34
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1332,1,5,1,4,5,1,5,5,2,5,3,4,3,5,0,5
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1494,5,5,5,5,5,5,4,3,3,4,3,5,3,4,0,7
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,2040,1,5,1,4,5,1,5,5,5,5,4,4,5,5,20,31
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,277,5,5,5,5,2,4,4,3,3,4,3,5,3,4,0,0
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1618,1,5,1,4,4,1,4,4,5,4,4,4,5,4,4,2
satisfied,Female,Loyal Customer,34,Personal Travel,Eco Plus,1716,2,2,2,2,3,4,3,3,4,4,4,3,4,3,0,0
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1556,1,5,1,4,4,1,4,4,3,5,4,4,4,4,80,95
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,258,5,5,5,5,4,4,5,3,3,4,3,4,3,5,0,0
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1634,4,1,1,1,5,1,5,3,3,4,3,1,3,4,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,1205,1,5,1,4,4,1,4,4,5,3,5,4,5,4,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Business,1093,1,5,1,4,1,1,1,1,4,3,5,3,5,1,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,251,5,5,5,5,3,4,3,3,5,2,4,3,4,3,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1781,3,3,1,3,3,4,3,3,3,4,4,4,4,3,32,20
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1793,1,5,1,4,5,1,3,5,5,4,4,5,4,5,33,44
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1215,1,5,1,4,5,1,5,5,4,5,4,3,5,5,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1059,5,5,5,5,5,4,5,3,3,4,3,5,3,5,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1393,3,3,3,3,3,4,5,3,3,4,3,3,3,5,25,22
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1789,2,2,2,2,2,4,4,3,3,4,3,5,3,4,28,20
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1172,4,1,1,1,1,4,3,3,3,4,3,1,3,1,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1856,1,5,1,4,2,1,2,2,5,2,4,5,4,2,0,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,246,4,3,3,3,3,3,2,3,3,4,3,1,3,4,80,72
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco Plus,1263,1,5,1,4,4,1,4,4,3,2,5,5,4,4,5,3
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1559,5,5,5,5,2,4,5,3,3,4,3,3,3,5,0,0
dissatisfied,Male,Loyal Customer,58,Personal Travel,Business,252,1,5,1,4,5,5,5,3,3,1,3,4,3,3,17,15
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco Plus,1899,1,5,1,4,3,1,3,3,3,2,4,3,5,3,0,0
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,2034,1,5,1,4,4,1,4,4,4,2,5,4,5,4,5,8
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1759,1,5,1,4,2,1,2,2,2,1,1,2,3,2,0,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,1713,1,1,1,1,5,4,5,3,3,4,3,5,3,4,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,210,5,5,5,5,5,1,1,3,3,4,3,4,3,4,0,0
satisfied,Female,Loyal Customer,22,Personal Travel,Eco Plus,1040,3,3,3,3,3,4,5,3,3,4,3,5,3,3,42,33
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1639,1,5,1,4,3,1,3,3,4,5,5,4,5,3,22,26
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,2070,1,5,1,4,1,5,5,5,3,4,5,5,5,5,148,129
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1338,1,5,1,4,4,1,3,4,4,5,5,3,5,4,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,203,5,5,5,5,4,5,5,3,3,4,3,5,3,4,0,0
dissatisfied,Male,Loyal Customer,17,Personal Travel,Business,1466,1,5,1,4,1,1,2,1,3,4,4,3,4,1,0,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Business,94,1,5,1,4,3,4,4,1,1,1,1,4,1,4,0,0
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1430,1,5,1,4,4,1,4,4,3,5,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco Plus,1501,1,5,1,4,1,1,1,1,5,2,3,2,3,1,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1209,1,1,2,1,3,4,3,3,3,1,1,3,3,3,0,0
dissatisfied,Male,Loyal Customer,49,Personal Travel,Business,125,1,5,1,4,3,4,3,5,5,1,1,5,5,4,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1491,1,5,1,4,5,1,5,5,2,4,3,4,5,5,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1069,1,5,1,4,2,1,2,2,2,1,2,5,3,2,0,9
satisfied,Female,Loyal Customer,68,Personal Travel,Eco Plus,97,3,3,3,3,3,5,5,3,3,4,3,4,3,4,0,0
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,123,3,3,3,3,2,5,4,3,3,4,3,4,3,5,0,0
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1999,1,5,1,4,4,1,1,4,4,4,4,4,4,4,0,2
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1697,3,2,3,3,2,4,4,3,3,4,3,4,3,3,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1686,2,2,5,2,5,1,5,3,3,4,3,2,3,4,0,0
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,114,3,3,3,3,5,4,4,3,3,4,3,5,3,4,112,112
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1033,2,2,2,2,5,5,4,3,3,4,3,4,3,5,0,0
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1245,1,5,1,4,2,1,2,2,3,4,4,3,4,2,0,3
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1411,4,5,5,5,3,4,3,3,4,1,1,3,1,3,58,56
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1139,1,5,1,4,2,1,1,2,3,5,4,4,5,2,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1527,3,2,3,3,4,4,4,3,3,4,3,5,3,5,3,11
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,5264,1,5,1,5,1,3,5,3,3,5,4,5,3,5,5,2
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,4220,1,5,1,5,1,5,5,5,2,3,5,5,4,5,55,34
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,4142,3,4,4,4,3,4,3,3,1,1,3,5,5,3,0,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,4050,1,5,1,5,5,1,5,5,3,3,4,3,5,5,13,0
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco Plus,3655,1,5,1,5,1,1,5,1,3,2,4,3,5,1,0,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,3438,1,5,1,5,3,1,3,3,4,4,4,4,5,3,0,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco Plus,2187,3,1,1,1,3,4,3,3,2,5,3,5,4,3,0,3
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2968,5,5,2,5,5,5,4,3,3,4,3,3,3,4,34,3
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,3470,1,5,1,5,4,1,3,4,2,2,4,3,5,4,7,20
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,2661,1,5,1,5,5,1,5,5,5,5,4,3,4,5,11,12
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,3500,1,5,1,5,3,1,3,3,3,5,5,4,4,3,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2677,1,5,1,5,1,1,1,1,5,3,5,4,5,1,5,0
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,1930,4,4,4,4,2,5,5,3,3,4,3,5,3,4,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco Plus,1870,3,5,5,5,3,4,3,3,4,3,5,1,2,3,5,0
satisfied,Female,Loyal Customer,22,Personal Travel,Eco Plus,2480,2,2,2,2,3,4,3,3,5,2,4,3,5,3,0,0
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,3249,1,5,1,5,3,1,3,3,4,2,4,4,5,3,71,69
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,2755,1,5,1,5,5,1,5,5,4,4,3,5,5,5,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,2475,2,2,2,2,3,4,5,3,3,4,3,4,3,4,23,0
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,2347,1,5,1,5,3,1,3,3,4,5,5,4,4,3,4,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco Plus,2832,1,5,1,5,2,1,2,2,3,1,2,1,5,2,3,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2640,1,5,1,5,5,1,5,5,2,5,5,1,5,5,22,16
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,2966,5,5,5,5,5,5,4,3,3,4,3,3,3,3,2,0
satisfied,Female,Loyal Customer,36,Personal Travel,Business,1585,4,4,5,4,5,1,4,3,3,4,3,5,3,5,12,11
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2600,1,5,1,5,5,1,5,5,1,4,5,5,5,5,4,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2610,1,5,1,5,1,1,1,1,4,5,5,3,4,1,0,53
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,2734,3,2,2,2,3,4,3,3,1,5,3,4,2,3,19,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco Plus,3076,3,1,1,1,3,4,3,3,4,3,2,5,3,3,0,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,2306,1,5,1,5,4,1,4,4,3,5,5,5,5,4,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2973,3,2,2,2,3,4,3,3,3,3,3,5,5,3,0,10
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2847,5,4,5,5,5,5,4,3,3,4,3,5,3,3,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2588,1,5,1,5,5,1,5,5,5,4,4,5,4,5,0,0
satisfied,Female,Loyal Customer,47,Personal Travel,Eco Plus,1341,1,1,1,1,3,4,3,3,5,2,4,3,4,3,0,0
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,2874,1,5,1,5,1,1,3,1,3,5,4,3,4,1,0,7
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,2266,1,5,1,5,2,1,2,2,3,2,3,4,4,2,75,73
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,2823,1,5,1,5,4,1,2,4,3,4,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2030,1,5,1,5,4,1,4,4,4,2,5,4,5,4,0,0
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,2753,1,5,1,5,1,1,1,1,4,3,4,5,5,1,0,2
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,1203,5,5,2,5,5,4,4,3,3,4,3,3,3,5,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2399,1,5,1,5,3,1,3,3,5,3,4,5,5,3,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,1150,3,1,1,1,4,3,3,5,2,4,2,3,3,3,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,2066,3,3,3,3,3,4,5,3,3,4,3,5,3,4,0,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco Plus,1105,5,5,2,5,2,5,5,3,3,4,3,5,3,4,0,1
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,1113,3,3,3,3,4,5,5,3,3,4,3,5,3,4,0,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2635,1,5,1,5,1,4,4,1,2,4,4,4,5,4,150,171
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2287,1,5,1,5,2,1,2,2,5,3,5,5,4,2,21,17
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,1087,2,2,2,2,4,5,4,3,3,4,3,5,3,3,18,7
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,2001,1,5,1,5,5,1,5,5,3,3,4,5,5,5,1,3
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2725,1,5,1,5,5,1,2,5,3,3,5,3,5,5,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1853,2,2,5,2,2,4,5,3,3,4,3,3,3,4,10,0
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,2811,1,5,1,5,1,2,2,4,5,5,5,2,3,2,259,232
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1869,1,5,1,5,2,1,2,2,3,3,4,3,5,2,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,2235,2,2,3,2,3,4,3,3,4,2,2,2,4,3,20,0
satisfied,Female,Loyal Customer,15,Personal Travel,Business,2648,2,5,2,2,3,5,5,3,3,4,3,5,3,5,30,33
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2154,5,5,5,5,4,5,5,3,3,4,3,3,3,4,0,0
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,1048,3,5,5,5,3,4,3,3,1,2,1,5,1,3,7,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,1043,2,2,2,2,4,1,1,3,3,4,3,1,3,1,10,10
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2551,1,5,1,5,2,1,2,2,1,4,2,1,1,2,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,2247,1,5,1,5,1,1,1,1,5,3,5,5,5,1,6,0
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2475,1,5,1,5,3,1,3,3,4,4,4,3,5,3,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco Plus,2727,4,3,3,3,3,5,5,3,3,4,3,3,3,1,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,2390,1,5,1,5,3,1,3,3,5,5,5,5,5,3,3,4
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2421,1,5,1,5,4,1,4,4,5,2,4,3,5,4,0,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2383,1,5,1,5,1,1,1,1,4,4,5,4,5,1,11,3
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2452,1,5,1,5,2,1,2,2,3,5,4,4,4,2,2,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,2011,1,5,1,5,1,1,1,1,4,3,5,5,4,1,10,10
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,2565,1,5,1,5,4,1,5,4,5,2,4,4,5,4,5,11
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,2202,1,5,1,5,5,1,3,5,3,3,4,5,4,5,0,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,966,4,5,5,5,2,3,3,3,3,4,3,2,3,3,0,0
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,2508,1,5,1,5,3,1,5,3,5,2,5,3,4,3,0,0
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2462,1,5,1,5,5,1,2,5,2,5,3,3,3,5,65,66
dissatisfied,Female,Loyal Customer,35,Personal Travel,Eco Plus,2631,1,5,1,5,1,2,2,3,2,4,4,2,5,2,327,313
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,931,5,5,5,5,5,5,5,3,3,4,3,4,3,3,0,6
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,914,4,3,3,3,4,1,1,3,3,4,3,1,3,2,0,8
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2852,1,5,1,5,2,1,5,2,4,5,2,5,2,2,33,21
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,903,4,3,3,3,3,1,4,3,3,4,3,5,3,2,1,15
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2128,1,5,1,5,2,1,2,2,1,1,4,1,5,2,0,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco Plus,2456,1,5,1,5,5,1,5,5,5,3,3,4,5,5,3,0
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,2352,1,5,1,5,3,1,3,3,4,3,5,3,4,3,0,5
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1621,1,5,1,5,3,1,3,3,5,5,5,5,5,3,9,0
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,870,2,2,2,2,1,3,1,3,3,4,3,3,3,1,0,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco Plus,2366,4,4,4,4,3,4,5,3,3,4,3,3,3,5,15,27
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,885,1,1,1,1,3,4,3,3,3,2,5,3,4,3,0,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1634,1,5,1,5,2,1,1,2,3,3,4,5,4,2,66,60
satisfied,Female,Loyal Customer,31,Personal Travel,Business,1911,5,5,5,5,3,4,5,3,3,4,3,3,3,4,36,34
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2107,1,5,1,5,3,1,3,3,3,4,4,4,5,3,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2176,2,2,2,2,5,3,4,3,3,4,3,3,3,3,5,0
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,834,1,1,5,1,2,5,4,3,3,4,3,5,3,4,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1789,3,3,3,3,3,4,3,3,5,3,4,4,5,3,32,39
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2174,1,5,1,5,1,1,4,1,5,5,4,5,4,1,0,0
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,2380,1,5,1,5,4,1,4,4,3,3,5,3,5,4,0,0
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,814,4,4,4,4,4,5,4,3,3,4,3,3,3,5,15,5
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,2177,1,5,1,5,1,1,1,1,3,4,5,4,4,1,6,0
satisfied,Female,Loyal Customer,8,Personal Travel,Business,1560,1,1,1,1,4,5,5,3,3,4,3,3,3,4,4,22
satisfied,Female,Loyal Customer,67,Personal Travel,Business,798,5,5,5,5,5,4,5,3,3,4,3,3,3,3,4,0
satisfied,Female,Loyal Customer,55,Personal Travel,Business,748,1,1,2,1,4,4,5,3,3,4,3,4,3,4,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco Plus,732,4,4,4,4,3,4,4,3,3,4,3,3,3,3,0,12
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,702,5,5,5,5,3,5,4,3,3,4,3,3,3,3,0,0
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,2114,1,5,1,5,1,1,1,1,5,4,4,3,5,1,0,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,2116,1,5,1,5,2,1,2,2,3,2,5,5,4,2,0,1
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1563,5,5,5,5,3,4,5,3,3,4,3,5,3,3,0,0
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,698,4,4,4,4,3,4,3,3,3,2,5,3,4,3,0,0
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,2605,1,5,1,5,4,1,4,4,5,5,5,3,4,4,0,0
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,689,4,2,2,2,2,4,1,3,3,4,3,5,3,1,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,2014,1,5,1,5,3,1,3,3,3,4,5,5,5,3,0,8
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1746,1,5,1,5,2,1,2,2,4,5,5,3,4,2,0,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Business,674,1,5,1,5,5,5,5,3,3,1,3,5,3,5,0,0
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1944,4,4,5,4,1,4,1,3,3,4,3,3,3,1,14,4
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco Plus,1493,1,5,1,5,3,1,1,3,3,4,3,4,5,3,1,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1987,5,5,5,5,5,5,5,3,3,4,3,5,3,5,5,8
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,2148,1,5,1,5,1,1,1,1,5,3,5,3,4,1,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,637,4,5,5,5,1,1,4,3,3,4,3,3,3,2,0,3
dissatisfied,Female,Loyal Customer,48,Personal Travel,Eco,2190,1,5,1,5,1,4,3,4,4,5,5,3,5,3,371,372
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2002,1,5,1,5,4,1,1,4,5,3,4,5,4,4,55,70
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1536,1,5,1,5,5,1,5,5,5,4,4,3,5,5,0,0
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,1514,1,5,1,5,1,1,1,1,5,1,1,2,1,1,0,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,2187,1,5,1,5,1,1,1,1,2,5,2,3,4,1,36,12
dissatisfied,Male,Loyal Customer,59,Personal Travel,Business,654,1,5,1,5,4,4,5,3,3,1,3,3,3,5,0,7
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco Plus,1815,1,5,1,5,5,1,5,5,4,3,4,3,4,5,14,6
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,626,4,4,4,4,2,5,5,3,3,4,3,5,3,3,21,10
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1815,5,5,4,5,3,4,5,3,3,4,3,5,3,3,0,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Business,1813,1,5,1,5,3,1,3,3,3,3,5,4,4,3,0,0
satisfied,Female,Loyal Customer,67,Personal Travel,Eco Plus,626,2,2,2,2,4,5,1,3,3,4,3,5,3,1,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2130,1,1,1,1,5,5,5,3,3,4,3,4,3,4,6,0
dissatisfied,Female,Loyal Customer,9,Personal Travel,Eco,2550,1,5,1,5,1,3,3,4,2,4,5,3,5,3,150,144
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco Plus,2248,1,5,1,5,1,1,1,1,3,5,5,5,4,1,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,2074,1,5,1,5,1,1,1,1,4,3,3,2,1,1,0,0
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2066,1,5,1,5,2,1,2,2,4,2,4,5,5,2,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco Plus,1692,1,5,1,5,4,1,1,4,1,1,2,1,5,4,0,0
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2149,1,5,1,5,1,1,1,1,5,2,4,3,4,1,1,25
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco Plus,1984,1,5,1,5,1,1,1,1,5,2,2,1,4,1,0,3
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1483,1,5,1,5,2,1,2,2,3,4,5,2,4,2,0,0
